overflow 1ms,,,,
,over 250us,over 300us,over 400us,over 1ms
1257,1.699462,1.585721,1.242274,0.016812
1258,1.802777,1.684307,1.337024,0.105716
1259,1.695709,1.582114,1.238084,0.01537
1260,1.704941,1.58364,1.236538,0.013941
1261,1.690334,1.574887,1.228783,0.015176
1262,1.69177,1.578445,1.234145,0.015848
1263,1.69564,1.579978,1.234533,0.015938
1264,1.703429,1.584389,1.238466,0.01555
1265,1.699344,1.579527,1.230975,0.012998
1266,1.704067,1.584535,1.238487,0.015675
1267,1.699004,1.583106,1.237203,0.016154
1268,1.762203,1.644682,1.294667,0.07379
1269,1.703672,1.58156,1.232452,0.014926
1270,1.699836,1.583987,1.238542,0.016611
1271,2.012142,1.881554,1.526052,0.283924
1272,1.700502,1.58208,1.232584,0.016861
1273,1.69555,1.578973,1.231169,0.01485
1274,1.697436,1.580082,1.232175,0.015377
1275,1.6879,1.574818,1.229955,0.014322
1276,1.699774,1.583321,1.237259,0.016826
1277,1.702277,1.584708,1.239777,0.016417
1278,1.731658,1.602083,1.24665,0.019719
1279,1.696722,1.580346,1.2342,0.017444
1280,1.692872,1.57984,1.234623,0.014995
1281,1.69797,1.580401,1.233645,0.016278
1282,1.692768,1.575706,1.232778,0.014579
1283,1.701189,1.579583,1.234075,0.01324
1284,1.707167,1.587531,1.242717,0.013941
1285,1.703776,1.587087,1.24011,0.016486
1286,1.706709,1.591221,1.246823,0.019046
1287,1.707458,1.586775,1.23771,0.014808
1288,1.697887,1.584743,1.242169,0.015113
1289,1.697526,1.582531,1.241615,0.01478
1290,1.779203,1.654954,1.307706,0.077827
1291,1.687622,1.575352,1.233021,0.01279
1292,1.695723,1.579729,1.232092,0.012519
1293,1.846438,1.724403,1.374144,0.144397
1294,1.750578,1.631817,1.282369,0.063865
1295,1.690154,1.575581,1.230864,0.014974
1296,1.71687,1.589896,1.235906,0.015571
1297,1.695869,1.580693,1.237405,0.017832
1298,1.699136,1.583772,1.236711,0.015959
1299,1.694925,1.579167,1.235275,0.014773
1300,1.686609,1.574409,1.230545,0.013941
1301,1.699281,1.581379,1.231044,0.011957
1302,1.704733,1.585007,1.237072,0.016237
1303,1.696181,1.581234,1.234214,0.01564
1304,1.755683,1.622869,1.2689,0.029054
1305,1.765144,1.630769,1.273006,0.031586
1306,1.759269,1.630443,1.283784,0.035761
1307,1.745252,1.617966,1.271064,0.0304
1308,1.713444,1.591755,1.245055,0.017575
1309,1.701036,1.586033,1.240831,0.017034
1310,1.703651,1.583301,1.234533,0.016639
1311,1.698546,1.582149,1.236246,0.0158
1312,2.417748,2.265743,1.883698,0.64089
1313,1.701528,1.582489,1.235206,0.017048
1314,1.703054,1.578133,1.230594,0.015973
1315,1.728724,1.601729,1.255098,0.037842
1316,1.687088,1.574131,1.232355,0.013698
1317,1.689557,1.575983,1.230566,0.014877
1318,1.687268,1.573091,1.228333,0.013324
1319,1.695501,1.578529,1.23094,0.013421
1320,1.697131,1.579562,1.23282,0.013185
1321,1.798297,1.650127,1.284984,0.037696
1322,1.753103,1.619859,1.268997,0.025801
1323,1.728481,1.603061,1.254543,0.021799
1324,1.774084,1.624513,1.265266,0.025898
1325,1.741659,1.614359,1.259662,0.020676
1326,1.742297,1.610933,1.263019,0.022534
1327,1.780486,1.641436,1.280885,0.024109
1328,1.772177,1.634709,1.275184,0.024685
1329,2.173184,2.015513,1.646368,0.375748
1330,1.751314,1.622453,1.270308,0.030552
1331,1.815179,1.665386,1.290984,0.025586
1332,1.812501,1.653859,1.292163,0.036829
1333,2.223178,2.00642,1.544162,0.088681
1334,2.181729,1.967517,1.499058,0.038196
1335,1.905601,1.745023,1.347629,0.024033
1336,1.69297,1.574721,1.228395,0.011659
1337,1.773806,1.64935,1.298051,0.077279
1338,1.698914,1.579208,1.233597,0.010348
1339,1.689127,1.572085,1.229283,0.01116
1340,1.688038,1.57273,1.227188,0.010993
1341,1.697374,1.57968,1.23341,0.012498
1342,1.699094,1.580131,1.235275,0.010473
1343,1.687463,1.574291,1.23067,0.010265
1344,1.703457,1.58217,1.23454,0.010501
1345,1.687352,1.571836,1.228326,0.010785
1346,1.698525,1.576947,1.225551,0.010993
1347,1.687733,1.572044,1.227056,0.010237
1348,1.695758,1.576573,1.232425,0.011382
1349,1.886312,1.746611,1.383091,0.134257
1350,1.982158,1.751903,1.351561,0.03737
1351,2.042361,1.792353,1.387419,0.057734
1352,2.055033,1.801584,1.399772,0.056145
1353,2.239005,1.862099,1.443204,0.076155
1354,1.940564,1.71024,1.323943,0.04167
1355,2.228629,1.832123,1.373263,0.063026
1356,1.816975,1.640993,1.26555,0.018942
1357,2.289054,1.819791,1.35145,0.031059
1358,2.414058,1.89587,1.388328,0.036586
1359,2.299146,2.059805,1.642435,0.306001
1360,1.833219,1.674194,1.307297,0.036351
1361,1.848186,1.685077,1.317062,0.040505
1362,1.82113,1.670088,1.306908,0.036226
1363,1.786215,1.645404,1.286836,0.033881
1364,1.70406,1.584951,1.239749,0.014198
1365,1.950482,1.819756,1.459933,0.222057
1366,1.690847,1.573812,1.22895,0.011292
1367,1.705052,1.582219,1.233416,0.011257
1368,1.688656,1.571087,1.227146,0.011257
1369,1.695876,1.576663,1.232605,0.011333
1370,1.699288,1.578348,1.232875,0.012665
1371,1.702368,1.580797,1.232973,0.011097
1372,1.699316,1.579201,1.231599,0.010986
1373,1.710281,1.579659,1.23094,0.010549
1374,1.702458,1.579201,1.231891,0.0098
1375,1.685458,1.571024,1.225863,0.01039
1376,1.697478,1.581788,1.236649,0.01193
1377,2.036972,1.86968,1.486019,0.200424
1378,1.821671,1.667293,1.296983,0.029415
1379,1.962939,1.728377,1.327591,0.034263
1380,2.736664,2.029044,1.433979,0.03196
1381,2.237854,1.995489,1.589973,0.265565
1382,2.098583,1.723071,1.316272,0.028319
1383,2.083227,1.718237,1.312131,0.025669
1384,1.849899,1.636831,1.268422,0.017714
1385,1.933358,1.67083,1.288105,0.021577
1386,1.942264,1.669027,1.285886,0.019191
1387,1.918467,1.668223,1.290838,0.021896
1388,2.066089,1.735139,1.333611,0.029144
1389,1.864818,1.677503,1.304737,0.034409
1390,1.819305,1.664776,1.298676,0.036184
1391,1.73783,1.602873,1.251262,0.019295
1392,1.69177,1.575955,1.231495,0.010008
1393,1.689862,1.573611,1.227216,0.011125
1394,1.694253,1.577717,1.233396,0.01245
1395,1.694156,1.578931,1.236801,0.011798
1396,1.690466,1.577142,1.233077,0.011507
1397,1.705461,1.581615,1.233292,0.011368
1398,1.685278,1.570955,1.226328,0.011305
1399,1.817662,1.695092,1.341144,0.117146
1400,1.805468,1.685819,1.339028,0.120288
1401,1.848956,1.720505,1.365003,0.134152
1402,1.688656,1.573958,1.229005,0.011458
1403,1.789842,1.660302,1.309156,0.08814
1404,1.686228,1.57212,1.223921,0.011458
1405,1.687865,1.572411,1.225274,0.010882
1406,1.703949,1.582586,1.234602,0.011777
1407,1.683474,1.569145,1.228007,0.010203
1408,1.682524,1.57101,1.227167,0.009155
1409,1.701757,1.57633,1.232376,0.008885
1410,1.750939,1.618389,1.253496,0.01442
1411,1.750204,1.619374,1.27001,0.026342
1412,1.863507,1.638378,1.280108,0.026113
1413,1.690285,1.575137,1.23006,0.009738
1414,1.686637,1.573535,1.230587,0.009995
1415,1.706959,1.584133,1.239499,0.010008
1416,1.90533,1.713194,1.315883,0.026842
1417,1.936646,1.747027,1.35188,0.049425
1418,2.048617,1.801043,1.372597,0.049619
1419,2.015998,1.792429,1.383112,0.077397
1420,1.892686,1.719624,1.344126,0.057983
1421,2.002702,1.828093,1.450161,0.160439
1422,1.893075,1.724104,1.350632,0.069136
1423,1.769097,1.632531,1.277334,0.034381
1424,1.686207,1.57049,1.223457,0.00953
1425,2.037638,1.905677,1.548545,0.310752
1426,1.695134,1.578348,1.235865,0.011201
1427,1.680367,1.570955,1.228714,0.00876
1428,1.677974,1.567459,1.225558,0.00928
1429,1.696618,1.579957,1.233826,0.010508
1430,1.687296,1.573861,1.229664,0.012061
1431,1.689627,1.574534,1.231142,0.012464
1432,1.683357,1.571218,1.227348,0.011943
1433,1.703699,1.578362,1.229942,0.010549
1434,2.01013,1.732774,1.336268,0.027986
1435,1.972705,1.712383,1.314274,0.022326
1436,2.109736,1.848949,1.457991,0.175386
1437,1.929779,1.70526,1.314468,0.030878
1438,1.972857,1.737338,1.322299,0.035296
1439,1.996377,1.724472,1.329498,0.028617
1440,2.110693,1.786159,1.360383,0.032966
1441,2.019778,1.798089,1.393225,0.079325
1442,2.107447,1.783017,1.374519,0.038182
1443,2.231189,1.914784,1.40041,0.068422
1444,2.056392,1.828156,1.416487,0.080636
1445,1.790244,1.640299,1.275045,0.028125
1446,1.650835,1.543961,1.203565,0.00145
1447,1.868369,1.739058,1.385456,0.169095
1448,1.631893,1.525574,1.186766,0.001137
1449,1.629465,1.519373,1.183076,0.000756
1450,1.630471,1.520088,1.182626,0.000694
1451,1.648747,1.538571,1.197191,0.004196
1452,1.629257,1.523646,1.187148,0.000839
1453,1.632593,1.5278,1.189957,0.001096
1454,1.631435,1.527523,1.190192,0.001186
1455,1.628695,1.525095,1.186891,0.00095
1456,1.684432,1.569824,1.221952,0.01444
1457,1.625935,1.527211,1.187994,0.000569
1458,1.623168,1.523299,1.185684,0.000895
1459,1.624236,1.525706,1.188063,0.001193
1460,1.622266,1.523833,1.185934,0.000881
1461,1.626254,1.52755,1.190574,0.000971
1462,1.660642,1.552505,1.214974,0.010751
1463,1.626171,1.529354,1.194729,0.000999
1464,1.627482,1.528542,1.193529,0.000909
1465,1.815026,1.703574,1.356812,0.151187
1466,1.627669,1.530179,1.198973,0.001214
1467,1.634653,1.534958,1.199486,0.002802
1468,1.64272,1.534902,1.197524,0.00473
1469,1.864846,1.731255,1.375802,0.165856
1470,1.667245,1.546887,1.204515,0.005028
1471,1.650883,1.535894,1.195048,0.002802
1472,1.74503,1.630506,1.28445,0.086712
1473,1.671801,1.547817,1.203315,0.007227
1474,1.696999,1.566883,1.208857,0.009696
1475,1.635638,1.528591,1.191025,0.001394
1476,1.633994,1.530463,1.19366,0.000825
1477,1.648511,1.542386,1.198058,0.001748
1478,1.653193,1.547852,1.204716,0.001457
1479,1.68328,1.564338,1.217429,0.006409
1480,1.691804,1.572189,1.219829,0.006873
1481,1.617751,1.520365,1.188597,0.000402
1482,1.612563,1.515947,1.18103,0.000409
1483,1.627107,1.52599,1.186544,0.003031
1484,1.608554,1.51173,1.178554,0.000354
1485,1.609067,1.511765,1.175412,0.000312
1486,1.627176,1.525726,1.189332,0.003329
1487,2.08675,1.967975,1.613041,0.42812
1488,1.624693,1.523382,1.188368,0.001977
1489,1.61275,1.516016,1.18137,0.000492
1490,1.612597,1.51551,1.182237,0.000423
1491,1.900988,1.789731,1.447733,0.251888
1492,1.662237,1.547976,1.202517,0.008704
1493,1.704948,1.575629,1.224393,0.007942
1494,1.695855,1.564303,1.21419,0.006853
1495,1.646687,1.540153,1.204092,0.003329
1496,1.626878,1.525678,1.191982,0.001096
1497,1.669207,1.557437,1.217478,0.009037
1498,1.680561,1.559434,1.214253,0.006853
1499,1.632177,1.525768,1.188923,0.001311
1500,1.640861,1.534465,1.193154,0.001491
1501,1.633682,1.531115,1.191337,0.001332
1502,1.636977,1.525615,1.189561,0.001422
1503,1.661682,1.538107,1.19588,0.004217
1504,1.685874,1.561813,1.215369,0.013539
1505,1.641652,1.532406,1.191219,0.004044
1506,1.67047,1.547075,1.200881,0.006027
1507,1.655371,1.54471,1.205548,0.023415
1508,1.631144,1.524422,1.187723,0.000798
1509,1.635694,1.529513,1.190255,0.005327
1510,1.654448,1.542268,1.200027,0.007844
1511,1.66549,1.553754,1.208961,0.011167
1512,1.627135,1.523743,1.186725,0.001013
1513,1.746909,1.637504,1.302088,0.104696
1514,1.627953,1.529673,1.194396,0.000818
1515,1.654975,1.550237,1.211846,0.007726
1516,1.648886,1.543565,1.205736,0.005223
1517,1.624589,1.525754,1.190914,0.000922
1518,1.625463,1.527356,1.194645,0.000992
1519,1.627447,1.529305,1.194853,0.00102
1520,1.663402,1.556577,1.21616,0.008372
1521,1.629008,1.531122,1.197524,0.001047
1522,1.660468,1.552887,1.215397,0.007158
1523,1.632975,1.527765,1.189097,0.0012
1524,1.656834,1.544536,1.203565,0.005514
1525,1.626781,1.523972,1.186419,0.001033
1526,1.627072,1.528612,1.190095,0.00111
1527,1.62305,1.523361,1.185989,0.001103
1528,1.68498,1.559878,1.211458,0.007151
1529,1.683759,1.563728,1.213476,0.006735
1530,1.641547,1.534791,1.193369,0.001255
1531,2.287154,2.154049,1.782983,0.579279
1532,1.63181,1.525449,1.188389,0.001242
1533,1.656043,1.545812,1.207678,0.005833
1534,1.682497,1.563298,1.21779,0.013067
1535,2.184538,2.045871,1.679965,0.440195
1536,1.631005,1.524027,1.18832,0.001013
1537,1.627447,1.520074,1.188833,0.000756
1538,1.662917,1.54799,1.210334,0.009044
1539,1.628848,1.523521,1.189471,0.000853
1540,1.629791,1.525546,1.193189,0.001235
1541,1.640632,1.531199,1.196199,0.003988
1542,1.658693,1.538828,1.204515,0.006235
1543,1.688295,1.579833,1.241524,0.046893
1544,1.639418,1.534909,1.197926,0.002407
1545,1.633259,1.525664,1.188979,0.001269
1546,1.669554,1.551625,1.209356,0.011971
1547,1.955435,1.822274,1.47137,0.25478
1548,1.638211,1.530796,1.195762,0.00172
1549,1.640889,1.533598,1.197399,0.002115
1550,1.636346,1.532461,1.193307,0.002025
1551,1.657756,1.540576,1.199271,0.006381
1552,1.689134,1.573396,1.227285,0.031225
1553,1.639758,1.532565,1.193293,0.003135
1554,1.632899,1.525872,1.186711,0.001269
1555,1.635576,1.531018,1.189915,0.001678
1556,1.656598,1.536713,1.195797,0.004862
1557,1.71927,1.610205,1.267825,0.076003
1558,1.640771,1.534375,1.1952,0.003648
1559,1.638288,1.533141,1.192967,0.00224
1560,1.6295,1.526149,1.185844,0.000916
1561,1.671434,1.554975,1.206949,0.006319
1562,1.640979,1.537538,1.198231,0.00138
1563,1.641228,1.536595,1.19787,0.00145
1564,1.644717,1.537122,1.198841,0.003537
1565,1.695127,1.566516,1.220509,0.006554
1566,1.635964,1.530165,1.19613,0.001131
1567,1.633377,1.530262,1.198183,0.001214
1568,1.630194,1.529742,1.194,0.001158
1569,1.62339,1.523007,1.186517,0.001193
1570,1.658381,1.544044,1.202171,0.008344
1571,1.625415,1.520171,1.18567,0.000603
1572,1.624735,1.520011,1.185053,0.000645
1573,1.624791,1.52203,1.185962,0.000701
1574,2.433576,2.271049,1.880895,0.606363
1575,1.615122,1.516446,1.180552,0.000659
1576,1.657125,1.544834,1.200138,0.006069
1577,1.62022,1.519221,1.183943,0.000666
1578,1.632718,1.529423,1.191732,0.001172
1579,1.933309,1.799955,1.43914,0.216141
1580,1.647145,1.536241,1.191732,0.002046
1581,1.641124,1.531622,1.189346,0.00172
1582,1.673619,1.552492,1.203162,0.004557
1583,1.666412,1.549045,1.201845,0.005958
1584,1.623598,1.521024,1.182168,0.000895
1585,1.625096,1.522362,1.185261,0.000957
1586,1.63518,1.525095,1.187273,0.001075
1587,1.639044,1.523798,1.186281,0.00068
1588,1.707999,1.574825,1.21625,0.012582
1589,1.615538,1.515669,1.18119,0.000479
1590,1.638711,1.53364,1.196566,0.003891
1591,1.63654,1.528195,1.189991,0.001082
1592,1.67769,1.560177,1.216202,0.007033
1593,1.638593,1.532537,1.194722,0.001346
1594,1.661294,1.550896,1.209994,0.008108
1595,1.656765,1.541637,1.202212,0.001658
1596,2.544805,2.383499,1.980147,0.722101
1597,1.68507,1.570851,1.227195,0.015252
1598,1.639203,1.533182,1.198079,0.001921
1599,1.638066,1.530526,1.193868,0.001283
1600,1.675193,1.557992,1.212463,0.013358
1601,2.287813,2.144394,1.774126,0.524382
1602,1.630083,1.527107,1.189645,0.001859
1603,1.632212,1.526559,1.189964,0.001117
1604,1.625637,1.519553,1.181578,0.000624
1605,1.628016,1.523403,1.187751,0.001165
1606,1.639786,1.528535,1.188861,0.004897
1607,1.627378,1.522446,1.184568,0.000839
1608,1.629167,1.524533,1.190109,0.000742
1609,1.632732,1.527793,1.193272,0.001172
1610,1.635361,1.528431,1.196164,0.000798
1611,1.633634,1.530179,1.197038,0.001297
1612,1.641326,1.5357,1.202656,0.003731
1613,1.628147,1.524096,1.19296,0.000701
1614,1.816614,1.698671,1.346484,0.141719
1615,1.67502,1.559719,1.210875,0.007123
1616,1.636789,1.529874,1.188507,0.001838
1617,1.634279,1.525116,1.187488,0.001491
1618,2.108196,1.966976,1.5924,0.375345
1619,1.634202,1.529243,1.189277,0.00224
1620,1.691291,1.567979,1.213316,0.008926
1621,1.629438,1.524547,1.185837,0.001665
1622,1.624992,1.525102,1.186128,0.001325
1623,1.775811,1.664554,1.316064,0.104502
1624,1.684009,1.57135,1.225177,0.016889
1625,1.624666,1.524873,1.188084,0.001124
1626,1.626199,1.525907,1.188348,0.001144
1627,1.626635,1.525178,1.190733,0.001117
1628,1.629167,1.528168,1.193757,0.001235
1629,1.659192,1.55218,1.213122,0.009918
1630,1.660066,1.553206,1.215564,0.009627
1631,1.627828,1.528556,1.194888,0.001124
1632,1.619062,1.520989,1.184741,0.000784
1633,1.623355,1.523181,1.189263,0.001859
1634,1.611009,1.514615,1.178221,0.000354
1635,1.611751,1.515704,1.181197,0.000319
1636,1.618229,1.516842,1.182605,0.001935
1637,1.609164,1.510683,1.17347,0.000319
1638,1.61859,1.518388,1.180892,0.002095
1639,1.6369,1.530685,1.190914,0.001567
1640,1.831311,1.705093,1.353586,0.150341
1641,1.621656,1.518291,1.18103,0.00061
1642,1.70913,1.578085,1.227271,0.012505
1643,1.644218,1.539508,1.196587,0.001477
1644,2.103445,1.978156,1.632378,0.422391
1645,1.79021,1.674881,1.326169,0.121862
1646,1.674035,1.556348,1.205541,0.003357
1647,2.084573,1.741555,1.259675,0.019268
1648,1.684529,1.558124,1.208309,0.008663
1649,2.014777,1.716988,1.236454,0.010431
1650,1.755364,1.602894,1.236524,0.012318
1651,1.691284,1.561758,1.211853,0.009273
1652,1.63267,1.525081,1.185684,0.001269
1653,1.641104,1.534514,1.195165,0.002275
1654,1.666822,1.553074,1.209661,0.009599
1655,1.627655,1.526905,1.189679,0.001783
1656,1.663804,1.554108,1.210972,0.011305
1657,1.639488,1.535173,1.192745,0.001339
1658,1.642192,1.539438,1.202635,0.001401
1659,1.638794,1.535298,1.199459,0.001165
1660,1.677135,1.563533,1.217915,0.006131
1661,1.644897,1.541651,1.204286,0.001346
1662,1.756307,1.646389,1.302435,0.094077
1663,1.648782,1.54172,1.198724,0.001547
1664,1.645286,1.539993,1.202594,0.001796
1665,1.704504,1.566786,1.213275,0.007872
1666,1.727545,1.57178,1.217776,0.007068
1667,2.321978,2.171666,1.787421,0.505808
1668,5.029914,3.090092,1.337717,0.024255
1669,7.134705,4.081601,1.42952,0.039305
1670,4.694318,3.024028,1.351207,0.025427
1671,3.324294,2.244075,1.319004,0.01976
1672,3.174223,2.185149,1.317881,0.019628
1673,3.400692,2.280197,1.323839,0.01949
1674,3.543569,2.423214,1.344126,0.021494
1675,3.466457,2.313295,1.331676,0.019906
1676,2.088568,1.722294,1.220668,0.005791
1677,1.611973,1.515205,1.181856,0.000368
1678,2.107135,1.723695,1.231828,0.008829
1679,3.418281,2.32297,1.336399,0.022548
1680,3.272143,2.218427,1.318748,0.019878
1681,2.357268,1.806037,1.259793,0.012838
1682,2.498738,1.866649,1.27981,0.014725
1683,2.567888,1.918286,1.293196,0.018359
1684,2.752401,2.03804,1.312859,0.019164
1685,2.436732,1.84657,1.292683,0.035567
1686,2.464197,1.856967,1.27956,0.014503
1687,2.473145,1.856599,1.284284,0.014857
1688,2.828452,2.11251,1.31306,0.017485
1689,2.625635,1.991196,1.392871,0.109003
1690,2.436482,1.850621,1.291337,0.016438
1691,1.607805,1.509947,1.176626,0.000416
1692,1.60974,1.512,1.17553,0.000354
1693,1.619388,1.518915,1.180905,0.002067
1694,1.616648,1.518173,1.184332,0.000402
1695,2.4622,2.091703,1.533827,0.30804
1696,2.537537,1.912384,1.295631,0.018082
1697,2.671537,1.99723,1.302879,0.017915
1698,2.595638,1.946779,1.283098,0.014995
1699,2.571633,1.905774,1.278243,0.016084
1700,2.562388,1.907869,1.280726,0.015439
1701,1.620345,1.516134,1.176952,0.000479
1702,1.630062,1.526142,1.18626,0.003863
1703,1.610087,1.513096,1.178977,0.000437
1704,1.608776,1.511751,1.174483,0.000354
1705,1.948901,1.651715,1.21521,0.008288
1706,3.011697,2.235794,1.408684,0.113498
1707,2.573506,1.924223,1.294313,0.019524
1708,2.490366,1.878648,1.291761,0.01752
1709,2.513892,1.886347,1.290353,0.016688
1710,2.337168,1.852341,1.280705,0.012949
1711,1.649024,1.548289,1.212526,0.024033
1712,1.6094,1.51191,1.181786,0.000361
1713,1.613853,1.516294,1.183208,0.000409
1714,1.618299,1.51843,1.185074,0.002074
1715,1.611925,1.516148,1.183132,0.000375
1716,1.619464,1.520198,1.188049,0.00197
1717,1.609435,1.511855,1.180094,0.000395
1718,1.610426,1.514359,1.179775,0.000368
1719,1.611751,1.515059,1.180919,0.000361
1720,1.631262,1.527953,1.187737,0.004259
1721,1.986785,1.872767,1.523694,0.328106
1722,1.617418,1.516925,1.179123,0.000749
1723,1.608921,1.509829,1.176529,0.000506
1724,1.60716,1.510766,1.175447,0.000375
1725,1.622876,1.520226,1.182133,0.002802
1726,1.618042,1.516828,1.180482,0.002129
1727,1.609102,1.511258,1.17458,0.000354
1728,1.626233,1.528549,1.189624,0.014225
1729,1.624146,1.521107,1.18678,0.002774
1730,1.61395,1.516807,1.178956,0.000368
1731,1.611737,1.513672,1.180801,0.000437
1732,1.62237,1.523091,1.189756,0.002414
1733,1.677052,1.575789,1.239243,0.053225
1734,1.620691,1.518582,1.178637,0.002358
1735,1.607493,1.509663,1.17397,0.000402
1736,1.627065,1.524284,1.188008,0.00138
1737,1.650592,1.535651,1.1964,0.001672
1738,1.721115,1.588058,1.237481,0.017138
1739,1.645681,1.540416,1.205229,0.003412
1740,1.642005,1.537441,1.202517,0.002303
1741,1.640632,1.534209,1.199459,0.001817
1742,1.641658,1.537205,1.202795,0.002816
1743,1.665906,1.553192,1.210653,0.008434
1744,1.681581,1.566953,1.22311,0.017353
1745,1.800239,1.690715,1.347129,0.152345
1746,1.635492,1.530477,1.192565,0.00233
1747,1.630436,1.524409,1.188431,0.001512
1748,1.63371,1.526205,1.189305,0.002892
1749,1.808791,1.692713,1.357443,0.169144
1750,1.769035,1.653734,1.310605,0.111757
1751,1.629098,1.521343,1.185615,0.000763
1752,1.657951,1.540694,1.201033,0.006034
1753,1.63002,1.522023,1.18447,0.000721
1754,1.633807,1.527842,1.189381,0.001346
1755,2.008299,1.874771,1.52033,0.305016
1756,1.688884,1.56705,1.218671,0.015467
1757,1.808909,1.693726,1.340942,0.129332
1758,1.633814,1.529832,1.190297,0.001991
1759,1.632607,1.528001,1.191829,0.001769
1760,1.635902,1.52968,1.190935,0.002483
1761,1.673168,1.556473,1.211055,0.010272
1762,1.668431,1.554815,1.213615,0.007095
1763,1.644863,1.542671,1.208309,0.00233
1764,1.642068,1.541727,1.204855,0.001665
1765,1.636269,1.537753,1.204494,0.00163
1766,1.673397,1.565371,1.224421,0.008163
1767,1.642491,1.539355,1.200444,0.001928
1768,1.661252,1.553775,1.214669,0.013386
1769,1.626455,1.525622,1.190303,0.001228
1770,1.659019,1.549239,1.205687,0.009953
1771,1.634258,1.532933,1.198314,0.00566
1772,1.628779,1.529381,1.191496,0.001561
1773,1.626913,1.526247,1.188063,0.001457
1774,1.655946,1.545112,1.203419,0.007782
1775,1.670456,1.559656,1.21668,0.011978
1776,1.784564,1.673619,1.331974,0.136018
1777,1.671087,1.564074,1.223304,0.025052
1778,1.644433,1.539556,1.198314,0.001831
1779,1.681546,1.563291,1.212547,0.005618
1780,1.695411,1.568985,1.218276,0.006832
1781,1.656036,1.550133,1.208739,0.001796
1782,1.654726,1.547748,1.204772,0.001866
1783,1.660628,1.551368,1.21161,0.002178
1784,1.685125,1.567903,1.219441,0.005986
1785,1.659907,1.546756,1.201435,0.001838
1786,1.698275,1.572196,1.216375,0.007387
1787,1.611918,1.512951,1.177632,0.000375
1788,1.616724,1.518041,1.182306,0.001498
1789,1.610322,1.512833,1.177472,0.000347
1790,1.608256,1.511335,1.174393,0.000395
1791,1.610406,1.512729,1.178762,0.000347
1792,1.766732,1.66069,1.325184,0.127397
1793,1.737581,1.630027,1.285636,0.093495
1794,1.611557,1.514726,1.179969,0.000458
1795,1.617619,1.518756,1.183222,0.001262
1796,1.611051,1.513679,1.177514,0.000506
1797,1.666849,1.554871,1.209738,0.00946
1798,1.750481,1.629757,1.281912,0.07078
1799,1.644044,1.539612,1.200978,0.00172
1800,1.650883,1.544231,1.201442,0.00215
1801,1.651951,1.545577,1.203038,0.002282
1802,1.683461,1.564185,1.214593,0.008254
1803,1.65596,1.544751,1.199327,0.002504
1804,1.701334,1.572155,1.219059,0.007137
1805,1.658006,1.547796,1.204099,0.002566
1806,1.670511,1.551777,1.203967,0.003211
1807,1.724354,1.579909,1.225843,0.009114
1808,1.640209,1.5309,1.190414,0.001692
1809,1.609421,1.512042,1.174712,0.000375
1810,1.617577,1.517639,1.179595,0.002032
1811,1.622079,1.521371,1.183576,0.002469
1812,1.610066,1.513242,1.177021,0.000333
1813,1.61078,1.512749,1.177951,0.000368
1814,1.611141,1.512527,1.178145,0.000416
1815,1.61868,1.521024,1.182972,0.009211
1816,1.632552,1.528646,1.188313,0.003946
1817,1.608186,1.510579,1.174601,0.000354
1818,1.608332,1.510939,1.178006,0.000368
1819,1.612889,1.516425,1.182972,0.000402
1820,1.807813,1.699815,1.367298,0.169761
1821,1.613631,1.516106,1.182487,0.00043
1822,1.625456,1.523916,1.18832,0.002767
1823,1.611515,1.514359,1.183895,0.000388
1824,1.615899,1.518888,1.186877,0.000395
1825,1.626164,1.523694,1.189735,0.002455
1826,1.609504,1.512403,1.177486,0.000402
1827,1.609719,1.511126,1.175752,0.000375
1828,2.187465,2.059118,1.701549,0.488226
1829,1.617584,1.51793,1.182327,0.002122
1830,1.614976,1.516987,1.180885,0.000395
1831,1.612819,1.516821,1.183305,0.000388
1832,1.611078,1.513693,1.183388,0.000354
1833,1.613111,1.51551,1.185088,0.00034
1834,1.637421,1.531351,1.195859,0.004383
1835,1.609775,1.510953,1.173581,0.000375
1836,1.609435,1.51155,1.176695,0.000381
1837,1.735174,1.630582,1.285414,0.10197
1838,1.609511,1.512389,1.174268,0.000354
1839,1.618999,1.518596,1.180177,0.0024
1840,1.623133,1.522099,1.185941,0.002726
1841,1.608734,1.50915,1.17311,0.000319
1842,1.691111,1.585374,1.247475,0.065502
1843,1.61911,1.517389,1.179352,0.00181
1844,1.607458,1.50949,1.1744,0.000486
1845,1.611911,1.513006,1.177611,0.000569
1846,1.621385,1.519026,1.181141,0.002185
1847,1.611432,1.513374,1.178249,0.000465
1848,1.622176,1.521204,1.186447,0.002323
1849,1.612258,1.515773,1.184831,0.000326
1850,1.613679,1.518083,1.190373,0.000416
1851,1.615073,1.517785,1.188847,0.000381
1852,1.636748,1.533869,1.199535,0.003364
1853,1.611467,1.514678,1.183423,0.000388
1854,1.612126,1.514469,1.178374,0.000368
1855,1.610205,1.513249,1.176432,0.000402
1856,1.61026,1.51241,1.176688,0.000409
1857,1.62065,1.518132,1.182189,0.0024
1858,1.621767,1.519116,1.182209,0.002539
1859,1.921685,1.807209,1.448128,0.255585
1860,1.607354,1.50847,1.173442,0.000499
1861,1.62092,1.519186,1.177722,0.002143
1862,1.611162,1.511973,1.17519,0.000458
1863,1.641825,1.542081,1.205465,0.030663
